instance,solver,rate reason-deletions,rate time,rate d-time
mchess_16,CaDiCaL@DONTUNZIP-fixed,0,270.17,268.30
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,cms55-main-all4fixed@main,831,40.68,38.81
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM+BCrestart@default,831,39.21,37.42
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,expGlucose@default,893,12.49,10.73
huck.col.11,glu_mix@default,0,323.90,322.16
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_LCM+BCrestart@default,862,9.42,7.69
uniqinv20prop,cms55-main-all4fixed@glubreak,90,42.63,40.91
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,smallsat@default,613,164.57,162.86
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Maple_LCM+BCrestart_M1@default,893,48.80,47.18
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,Maple_LCM_Scavel_200_fix2@default,893,63.84,62.30
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,862,35.15,33.64
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM_Scavel_200_fix2@default,831,31.84,30.34
uniqinv30prop,cms55-main-all4fixed@main,133,53.51,52.04
uniqinv20prop,cms55-main-all4fixed@otherconf,91,44.87,43.65
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_LCM_Scavel_200_fix2@default,862,16.08,14.92
terminator_03_true-unreach-call_true-termination.i,abcdsat_r18@default,46,258.54,257.46
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,893,19.69,18.65
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Sparrow2Riss-2018-fixfix@MAIN,862,138.13,137.19
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,cms55-main-all4fixed@otherconf,862,12.90,12.04
newton_3_4_true-unreach-call.i,Sparrow2Riss-2018-fixfix@MAIN,5560,43.21,42.37
Nb37T6,Maple_CM_ordUIP+@default,0,472.05,471.23
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Lingeling@default,24,10.07,9.27
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Lingeling@default,47,29.68,28.90
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Maple_CM@default,894,53.97,53.20
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,cms55-main-all4fixed@otherconf,893,68.52,67.91
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,cms55-main-all4fixed@glubreak,893,71.81,71.28
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,862,12.28,11.75
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_CM@default,862,7.05,6.53
a_rphp065_04,COMiniSatPS_Pulsar_drup@drup,36,1706.48,1705.98
newton_3_4_true-unreach-call.i,Lingeling@default,1686,101.23,100.73
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,smallsat@default,582,26.21,25.73
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,expMC_VSIDS_LRB_Switch_2500@default,831,30.76,30.30
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,glucose-3.0_PADC_10@default,831,171.05,170.61
T86.2.0,Lingeling@default,35,257.06,256.63
queen8_12.col.12,Maple_LCM+BCrestart_M1@default,0,664.16,663.73
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,MapleLCMDistChronoBT@default,893,5.47,5.07
uniqinv40prop,cms55-main-all4fixed@glubreak,170,117.67,117.28
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,expMC_LRB_VSIDS_Switch@default,831,6.53,6.19
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,Riss7.1-fix@BVE_DRAT,893,2.22,1.89
Nb42T6,Maple_LCM_M1@default,0,498.32,498.02
huck.col.11,CaDiCaL@DONTUNZIP-fixed,0,10.89,10.59
ecarev-110-1031-23-40-3,smallsat@default,2023,6.96,6.68
gto_p60c233,glucose-3.0_PADC_10@default,21,3609.90,3609.63
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Minisat-v2.2.0-106-ge2dd095@simp_proof,831,1.74,1.49
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,expMC_LRB_VSIDS_Switch_2500@default,831,41.21,40.99
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,CaDiCaL@DONTUNZIP-fixed,831,1.74,1.53
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_CM_Dist@default,862,1.12,0.92
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Maple_LCM_Scavel_200_fix2@default,893,38.10,37.91
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,cms55-main-all4fixed@autotune,862,31.54,31.36
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_LCM_M1@default,862,1.19,1.02
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,Sparrow2Riss-2018-fixfix@MAIN,893,1.92,1.75
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,varisat@default,0,1.11,0.96
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,cms55-main-all4fixed@otherconf,862,2.09,1.94
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_CM_ordUIP@default,862,1.13,1.00
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,cms55-main-all4fixed@autotune,582,0.56,0.45
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,cms55-main-all4fixed@main,893,20.68,20.58
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,cms55-main-all4fixed@main,582,0.50,0.41
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_CM@default,862,0.97,0.89
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,897,7.47,7.40
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,cms55-main-all4fixed@glubreak,582,0.46,0.41
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Maple_CM_Dist@default,893,0.89,0.85
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,893,1.04,1.02
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,cms55-main-all4fixed@glubreak,863,1.87,1.86
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,893,0.88,0.88
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_CM_ordUIP+@default,862,1.08,1.08
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_CM_ordUIP@default,862,11.98,11.98
huck.col.11,Maple_CM_Dist@default,0,470.01,470.01
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,abcdsat_r18@default,613,1.19,1.20
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,abcdsat_r18@default,582,0.90,0.92
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,COMiniSatPS_Pulsar_drup@drup,893,28.71,28.74
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,CaDiCaL@DONTUNZIP-fixed,864,0.98,1.01
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_LCM+BCrestart_M1@default,862,1.01,1.05
uniqinv30prop,cms55-main-all4fixed@otherconf,132,51.53,51.58
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,abcdsat_r18@default,582,1.21,1.28
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,Maple_CM_Dist@default,893,1.40,1.47
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_LCM+BCrestart_M1@default,862,8.68,8.75
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,expMC_VSIDS_LRB_Switch_2500@default,893,45.30,45.41
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,CaDiCaL@DONTUNZIP-fixed,897,1.33,1.45
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_CM_Dist@default,862,0.94,1.06
T86.2.0,varisat@default,0,232.99,233.16
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,893,30.20,30.43
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_3@default,995,25.67,25.95
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,Maple_LCM+BCrestart@default,862,120.82,121.10
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,MapleLCMDistChronoBT@default,862,10.93,11.21
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,expMC_VSIDS_LRB_Switch_2500@default,862,43.54,43.84
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM+BCrestart_M1@default,831,22.70,23.01
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,expMC_LRB_VSIDS_Switch@default,893,22.49,22.81
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,abcdsat_r18@default,632,1.90,2.24
T98.2.0,varisat@default,0,208.03,208.40
ecarev-110-1031-23-40-3,Lingeling@default,1569,6.87,7.29
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,expMC_LRB_VSIDS_Switch_2500@default,862,35.90,36.34
terminator_03_true-unreach-call_true-termination.i,CaDiCaL@DONTUNZIP-fixed,39,56.70,57.18
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,cms55-main-all4fixed@autotune,893,19.25,19.74
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,COMiniSatPS_Pulsar_drup@drup,862,17.89,18.38
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,CaDiCaL@DONTUNZIP-fixed,866,1.20,1.69
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,CaDiCaL@DONTUNZIP-fixed,893,1.24,1.74
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_10@default,995,27.55,28.05
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,expGlucose@default,832,88.41,88.98
Problem14_label20_true-unreach-call.c,Glucose_Hack_Kiel_fastBVE@default,995,25.65,26.24
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Maple_LCM_Scavel_fix2@default,893,23.64,24.25
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,glu_mix@default,831,75.00,75.69
terminator_03_true-unreach-call_true-termination.i,Sparrow2Riss-2018-fixfix@MAIN,34,85.96,86.67
Nb37T6,COMiniSatPS_Pulsar_drup@drup,0,212.68,213.44
uniqinv25prop,cms55-main-all4fixed@main,111,28.86,29.62
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,glucose3.0@proofs,893,424.69,425.48
Nb39T6,Maple_LCM_Scavel_fix2@default,0,413.53,414.45
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Lingeling@default,25,6.42,7.35
huck.col.11,Lingeling@default,0,51.10,52.06
gto_p60c231_1,GHackCOMSPS_drup@ghack_drup,21,601.80,602.78
Nb39T6,Maple_LCM+BCrestart@default,0,465.02,466.09
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,expMC_LRB_VSIDS_Switch@default,865,6.94,8.05
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM_M1@default,831,26.64,27.76
queen8_12.col.12,CaDiCaL@DONTUNZIP-fixed,26,19.77,21.04
uniqinv45prop,cms55-main-all4fixed@autotune,190,123.81,125.09
filter_iir_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,1596,49.83,51.14
Problem14_label20_true-unreach-call.c,glucose3.0@proofs,995,27.73,29.05
gto_p60c231_1,glucose4.2.1@default,21,848.55,849.91
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_LCM_Scavel_fix2@default,862,14.56,15.96
T129.2.0,varisat@default,0,186.31,187.83
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,831,28.59,30.12
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,cms55-main-all4fixed@glubreak,831,29.23,31.00
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_CM_Dist@default,831,35.97,37.79
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,cms55-main-all4fixed@main,862,19.49,21.34
gto_p60c233,Lingeling@default,3,324.66,326.53
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,cms55-main-all4fixed@autotune,831,47.66,49.54
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Maple_LCM_Scavel_fix2@default,895,48.70,50.60
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,MapleLCMDistChronoBT@default,831,25.41,27.39
queen12_12.col.12,CaDiCaL@DONTUNZIP-fixed,31,33.82,35.82
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,expGlucose@default,862,14.36,16.39
uniqinv40prop,cms55-main-all4fixed@otherconf,170,131.53,133.58
newton_3_4_true-unreach-call.i,Riss7.1-fix@BVE_DRAT,5560,40.83,42.90
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,expMC_VSIDS_LRB_Switch_2500@default,893,105.20,107.29
T90.2.0,Lingeling@default,66,680.07,682.29
T103.2.0,varisat@default,0,174.56,176.86
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,abcdsat_r18@default,551,33.48,35.85
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_LCM_M1@default,862,8.44,10.97
uniqinv25prop,cms55-main-all4fixed@glubreak,113,23.70,26.32
uniqinv25prop,cms55-main-all4fixed@autotune,111,28.09,30.72
Nb52T6,Maple_LCM_M1@default,0,849.98,852.62
gto_p60c239,cms55-main-all4fixed@autotune,25,487.18,489.84
newton_3_4_true-unreach-call.i,varisat@default,0,116.76,119.65
T96.2.0,varisat@default,0,196.25,199.25
ecarev-110-1031-23-40-3,abcdsat_r18@default,733,41.79,44.82
Nb49T6,expMC_LRB_VSIDS_Switch_2500@default,0,755.35,758.44
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Maple_LCM_M1@default,893,37.34,40.47
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,COMiniSatPS_Pulsar_drup@drup,893,26.17,29.30
huck.col.11,GHackCOMSPS_drup@ghack_drup,0,491.42,494.62
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,cms55-main-all4fixed@glubreak,894,61.80,65.06
uniqinv46prop,cms55-main-all4fixed@autotune,194,117.47,120.81
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,cms55-main-all4fixed@main,894,105.46,108.89
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,cms55-main-all4fixed@autotune,969,174.70,178.14
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,expMC_VSIDS_LRB_Switch_2500@default,862,48.62,52.38
uniqinv40prop,cms55-main-all4fixed@autotune,170,77.43,81.33
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,varisat@default,0,480.62,484.53
gto_p60c239,cms55-main-all4fixed@main,25,615.29,619.22
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,glucose-3.0_PADC_10@default,866,76.46,80.46
uniqinv47prop,cms55-main-all4fixed@main,198,304.65,308.85
gto_p60c231_1,CaDiCaL@DONTUNZIP-fixed,28,304.13,308.36
huck.col.11,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,0,1896.64,1901.12
quadratic_loose_error.c,abcdsat_r18@default,15,658.14,662.65
gto_p60c238,Lingeling@default,3,766.99,771.65
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,Maple_LCM+BCrestart_M1@default,893,36.69,41.35
T92.2.0,varisat@default,0,187.33,192.08
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,862,60.92,65.69
Nb42T6,Maple_CM@default,0,437.41,442.22
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,varisat@default,0,568.92,574.03
quadratic_loose_error.c,Lingeling@default,2781,50.05,55.28
terminator_03_true-unreach-call_true-termination.i,Riss7.1-fix@BVE_DRAT,34,84.04,89.30
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,expMC_LRB_VSIDS_Switch@default,864,62.12,67.43
T117.2.0,varisat@default,0,157.06,162.44
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Maple_CM_ordUIP+@default,862,15.04,20.54
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,expGlucose@default,862,136.91,142.66
Nb42T6,COMiniSatPS_Pulsar_drup@drup,0,358.29,364.05
cms-scheel-md4-families-r24-c5-p1-5-10-12-18,gluHack@default,893,495.03,500.86
queen12_12.col.12,cms55-main-all4fixed@autotune,0,507.22,513.16
gto_p60c231,CaDiCaL@DONTUNZIP-fixed,29,276.06,282.14
T103.2.0,Lingeling@default,378,223.33,229.63
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Sparrow2Riss-2018-fixfix@MAIN,831,109.64,115.95
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Lingeling@default,78,96.00,102.56
dist5.c,abcdsat_r18@default,6,3748.78,3755.41
Nb42T6,Maple_LCM_Scavel_fix2@default,0,463.71,470.66
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,glucose4.2.1@default,831,99.48,106.76
T117.2.0,Lingeling@default,287,742.21,749.51
T82.2.0,Lingeling@default,55,244.13,251.71
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,COMiniSatPS_Pulsar_drup@drup,831,56.23,64.05
uniqinv45prop,cms55-main-all4fixed@main,190,220.89,228.72
huck.col.11,cms55-main-all4fixed@main,0,105.64,113.59
Nb27T6,expMC_LRB_VSIDS_Switch_2500@default,0,148.88,156.86
Nb27T6,Maple_LCM_Scavel_fix2@default,0,773.12,781.14
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,COMiniSatPS_Pulsar_drup@drup,862,172.21,180.24
ecarev-110-1031-23-40-3,varisat@default,1,94.67,102.93
cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Minisat-v2.2.0-106-ge2dd095@simp_proof,866,444.38,452.69
sdiv15prop,CaDiCaL@DONTUNZIP-fixed,150,1260.97,1269.30
huck.col.11,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,0,261.39,269.77
avg_true-unreach-call.i,varisat@default,0,3062.66,3071.46
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Sparrow2Riss-2018-fixfix@MAIN,897,435.94,444.92
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,cms55-main-all4fixed@main,893,188.79,197.84
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Riss7.1-fix@BVE_DRAT,897,439.37,448.44
gto_p60c241,Lingeling@default,4,387.29,396.47
gto_p60c241,varisat@default,0,690.07,699.33
T87.2.0,varisat@default,0,253.92,263.24
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Maple_LCM_M1@default,893,67.49,77.06
Nb37T6,MapleLCMDistChronoBT@default,0,499.29,509.04
Nb49T6,Maple_LCM+BCrestart@default,5,656.54,666.40
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,abcdsat_r18@default,615,561.81,572.04
cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,863,131.23,141.65
Nb54T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,0,889.09,899.97
queen8_12.col.12,Maple_CM_ordUIP@default,0,901.67,912.68
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,expMC_LRB_VSIDS_Switch_2500@default,893,126.59,137.66
Nb49T6,Maple_LCM_Scavel_fix2@default,0,676.46,687.68
T116.2.0,varisat@default,0,106.96,118.82
Nb52T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,0,805.13,817.45
Nb37T6,Maple_LCM_Scavel_fix2@default,0,340.52,353.21
Nb29T6,expMC_LRB_VSIDS_Switch_2500@default,0,157.82,171.02
Nb39T6,expMC_LRB_VSIDS_Switch@default,0,472.80,486.01
e_rphp065_04,CaDiCaL@DONTUNZIP-fixed,186,755.43,768.71
Nb29T6,Maple_LCM_Scavel_fix2@default,0,265.90,279.79
uniqinv46prop,cms55-main-all4fixed@otherconf,196,330.08,344.37
Nb29T6,CaDiCaL@DONTUNZIP-fixed,3,511.37,525.73
Nb49T6,MapleLCMDistChronoBT@default,0,784.34,798.87
Nb27T6,Lingeling@default,0,952.99,968.20
cms-scheel-md4-families-r24-c5-p1-8-9-16-19,Maple_CM_ordUIP@default,893,450.88,466.84
T82.2.0,varisat@default,2,241.06,257.51
uniqinv20prop,cms55-main-all4fixed@autotune,92,71.59,88.05
ae_rphp055_04,CaDiCaL@DONTUNZIP-fixed,193,397.69,414.56
gto_p60c233,smallsat@default,3,2141.82,2159.02
Nb39T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,0,422.01,439.72
gto_p60c233,cms55-main-all4fixed@otherconf,20,435.04,453.64
gto_p60c231,glucose3.0@proofs,21,1328.51,1347.59
gto_p60c239,glucose-3.0_PADC_3@default,27,1793.80,1813.09
a_rphp065_04,Sparrow2Riss-2018-fixfix@MAIN,28,2458.25,2477.75
Nb54T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,0,981.29,1001.61
uniqinv47prop,cms55-main-all4fixed@glubreak,196,754.45,775.27
T56.2.0,varisat@default,0,172.83,193.67
queen8_12.col.12,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,0,364.19,385.16
assoc_mult_err_3.c,CaDiCaL@DONTUNZIP-fixed,8364,107.90,128.92
gto_p60c233,CaDiCaL@DONTUNZIP-fixed,24,380.20,401.28
gto_p60c243,varisat@default,0,1416.99,1438.08
Nb45T6,Maple_CM@default,0,487.05,508.15
gto_p60c241,glucose3.0@proofs,27,1501.49,1522.63
ae_rphp035_05,varisat@default,0,2998.26,3019.50
T93.2.0,Lingeling@default,49,664.56,686.08
gto_p60c231,cms55-main-all4fixed@otherconf,20,432.26,453.84
Nb42T6,smallsat@default,0,2763.59,2787.03
Nb52T6,Maple_CM@default,0,924.40,948.49
prime_200560490131,CaDiCaL@DONTUNZIP-fixed,2317,664.80,688.98
Nb52T6,expMC_VSIDS_LRB_Switch_2500@default,0,939.49,964.08
prime_119218851371,Riss7.1-fix@BVE_DRAT,352,446.90,471.63
T107.2.0,varisat@default,0,272.02,296.85
ae_rphp055_04,Sparrow2Riss-2018-fixfix@MAIN,29,857.63,882.75
T56.2.0,Sparrow2Riss-2018-fixfix@MAIN,11483,294.50,320.47
gto_p60c231_1,varisat@default,0,741.55,767.59
T125.2.0,varisat@default,1,201.40,227.46
cms-scheel-md5-families-r24-c5-p6-11-15-16-19,Minisat-v2.2.0-106-ge2dd095@simp_proof,894,965.30,991.75
Nb49T6,expMC_VSIDS_LRB_Switch_2500@default,0,732.55,760.82
uniqinv45prop,cms55-main-all4fixed@glubreak,190,464.26,492.74
huck.col.11,Maple_LCM+BCrestart_M1@default,0,428.84,457.55
huck.col.11,COMiniSatPS_Pulsar_drup@drup,0,427.99,457.46
queen8_12.col.12,smallsat@default,1,1160.05,1189.64
gto_p60c233,Sparrow2Riss-2018-fixfix@MAIN,20,2628.37,2658.91
e_rphp065_04,Sparrow2Riss-2018-fixfix@MAIN,56,2160.70,2192.18
ecarev-110-1031-23-40-3,Sparrow2Riss-2018-fixfix@MAIN,4871,574.82,606.88
mchess_18,CaDiCaL@DONTUNZIP-fixed,25,638.75,671.61
huck.col.11,expGlucose@default,0,958.94,991.89
ae_rphp075_04,CaDiCaL@DONTUNZIP-fixed,197,3230.77,3263.80
Nb54T6,Maple_LCM_M1@default,2,1049.74,1082.92
Nb45T6,Maple_LCM_Scavel_200_fix2@default,0,576.24,609.67
Nb37T6,Maple_LCM_Scavel_200_fix2@default,0,370.19,404.07
gto_p60c234,glucose3.0@proofs,21,3284.58,3318.96
queen8_12.col.12,Maple_CM@default,0,891.70,926.55
gto_p60c243,smallsat@default,4,4428.38,4463.56
gto_p60c241,cms55-main-all4fixed@otherconf,25,719.85,755.30
quadratic_tight_error.c,Lingeling@default,3341,132.32,167.80
queen8_12.col.12,Maple_CM_ordUIP+@default,0,915.50,951.00
T105.2.0,Lingeling@default,1746,607.19,643.32
Nb39T6,Sparrow2Riss-2018-fixfix@MAIN,0,1561.29,1597.84
Problem14_label20_true-unreach-call.c,smallsat@default,1232,747.88,784.66
gto_p60c239,Lingeling@default,4,590.71,627.63
gto_p60c243,glucose3.0@proofs,27,2286.60,2323.85
gto_p60c231,glucose4.2.1@default,21,499.41,537.13
uniqinv25prop,CaDiCaL@DONTUNZIP-fixed,206,2457.39,2495.29
mchess_15,Maple_CM_ordUIP@default,0,3295.78,3334.48
Nb27T6,Maple_LCM+BCrestart@default,0,427.66,466.37
gto_p60c241,Sparrow2Riss-2018-fixfix@MAIN,24,5975.62,6014.48
a_rphp065_04,CaDiCaL@DONTUNZIP-fixed,157,877.91,918.00
mchess_15,Candy@default,0,1264.45,1304.55
assoc_mult_err_3.c,abcdsat_r18@default,2,414.95,455.48
Nb42T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,0,615.61,656.46
gto_p60c239,glucose4.2.1@default,27,1687.64,1729.68
dist10.c,CaDiCaL@DONTUNZIP-fixed,7956,597.81,640.24
ae_rphp055_04,Riss7.1-fix@BVE_DRAT,29,833.64,876.40
Nb42T6,Maple_CM_ordUIP@default,0,640.51,683.54
Nb29T6,Maple_LCM+BCrestart_M1@default,0,220.18,263.39
Nb45T6,Maple_LCM+BCrestart_M1@default,0,677.29,722.35
T56.2.0,Lingeling@default,631,954.81,1000.22
Nb49T6,CaDiCaL@DONTUNZIP-fixed,0,1515.55,1563.02
T96.2.0,Lingeling@default,18,569.66,619.41
dist6.c,CaDiCaL@DONTUNZIP-fixed,8005,480.15,529.94
Nb49T6,Maple_CM@default,8,729.55,779.35
Nb42T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,0,590.76,641.93
prime_119218851371,CaDiCaL@DONTUNZIP-fixed,2103,218.56,269.95
T77.2.0,Lingeling@default,401,852.56,905.02
gto_p60c241,smallsat@default,4,3667.33,3719.92
gto_p60c239,abcdsat_r18@default,5,1889.27,1942.41
Nb37T6,cms55-main-all4fixed@otherconf,0,1055.52,1108.99
queen12_12.col.12,abcdsat_r18@default,1,2340.28,2393.98
quadratic_loose_error.c,CaDiCaL@DONTUNZIP-fixed,20034,728.64,783.40
Nb39T6,Maple_LCM_Scavel_200_fix2@default,0,448.58,503.73
gto_p60c239,Glucose_Hack_Kiel_fastBVE@default,27,912.57,968.71
huck.col.11,glucose-3.0_PADC_10@default,0,1198.47,1260.38
T77.2.0,Sparrow2Riss-2018-fixfix@MAIN,11143,311.61,374.11
dist9.c,CaDiCaL@DONTUNZIP-fixed,8284,480.10,542.91
uniqinv46prop,cms55-main-all4fixed@main,194,577.32,641.55
Nb37T6,expMC_LRB_VSIDS_Switch@default,0,404.43,469.19
Nb29T6,Maple_LCM+BCrestart@default,0,244.72,309.63
T77.2.0,varisat@default,0,222.37,288.64
dist5.c,smallsat@default,78,1627.47,1694.06
assoc_mult_err_3.c,Lingeling@default,5305,179.60,248.58
