instance,solver,rate result,rate d-result,rate reason-deletions,rate time,rate d-time
Nb42T6,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,0,2333.10,2295.15
Nb42T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,358.29,364.05
Nb42T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,470.07,455.87
Nb42T6,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,0,535.21,514.37
Nb42T6,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,493.52,466.50
Nb42T6,Maple_CM@default,lrat-check pending,lrat-check pending,0,437.41,442.22
Nb42T6,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,1,435.44,418.36
Nb42T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,501.84,489.61
Nb42T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,640.51,683.54
Nb42T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,lrat-check pending,lrat-check pending,0,768.13,869.65
Nb42T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,590.76,641.93
Nb42T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,615.61,656.46
Nb42T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,422.75,397.90
Nb42T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,498.32,498.02
Nb42T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,463.71,470.66
Nb42T6,smallsat@default,lrat-check pending,lrat-check pending,0,2763.59,2787.03
Nb44T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,3614.49,3821.93
Nb44T6,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,0,1837.37,2275.87
Nb44T6,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,0,2002.13,2430.24
Nb44T6,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,0,1838.91,2334.42
Nb44T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,502.91,462.52
Nb44T6,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,536.37,501.18
Nb44T6,Maple_CM@default,lrat-check pending,lrat-check pending,0,611.20,556.79
Nb44T6,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,478.85,460.34
Nb44T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,569.55,533.32
Nb44T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,672.30,627.82
Nb44T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,468.16,422.73
Nb44T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,733.64,669.30
Nb44T6,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,450.60,426.68
Nb44T6,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,625.83,598.17
Nb44T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,526.02,518.89
Nb44T6,smallsat@default,lrat-check pending,lrat-check pending,0,3634.27,4054.70
Nb45T6,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,2,1088.73,936.41
Nb45T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,1,3085.87,2964.07
Nb45T6,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,0,2859.05,2704.87
Nb45T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,422.25,392.25
Nb45T6,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,0,705.97,835.30
Nb45T6,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,843.15,613.06
Nb45T6,Maple_CM@default,lrat-check pending,lrat-check pending,0,487.05,508.15
Nb45T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,703.16,776.38
Nb45T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,714.78,664.42
Nb45T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,618.34,615.95
Nb45T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,616.04,609.24
Nb45T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,624.54,566.04
Nb45T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,677.29,722.35
Nb45T6,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,576.24,609.67
Nb45T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,560.15,542.07
Nb45T6,smallsat@default,lrat-check pending,lrat-check pending,0,2832.26,2928.21
Nb49T6,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,0,1515.55,1563.02
Nb49T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,2731.76,2681.71
Nb49T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,755.35,758.44
Nb49T6,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,732.55,760.82
Nb49T6,Maple_CM@default,lrat-check pending,lrat-check pending,8,729.55,779.35
Nb49T6,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,757.35,720.14
Nb49T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,746.72,722.46
Nb49T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,695.37,687.06
Nb49T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,847.06,832.22
Nb49T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,5,656.54,666.40
Nb49T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,687.96,638.04
Nb49T6,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,784.34,798.87
Nb49T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,820.75,797.34
Nb49T6,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,640.27,617.53
Nb49T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,676.46,687.68
Nb49T6,smallsat@default,lrat-check pending,lrat-check pending,0,2581.10,2947.57
Nb51T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,674.92,616.43
Nb51T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,1012.10,908.66
Nb51T6,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,0,997.68,858.89
Nb51T6,Maple_CM@default,lrat-check pending,lrat-check pending,0,1099.48,960.23
Nb51T6,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,906.89,820.82
Nb51T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,890.08,881.73
Nb51T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,956.79,778.78
Nb51T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,910.91,827.89
Nb51T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,962.14,844.30
Nb51T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,1106.91,905.90
Nb51T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,983.69,837.88
Nb51T6,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,869.02,797.20
Nb51T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,818.96,781.77
Nb51T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,774.93,658.29
Nb51T6,smallsat@default,lrat-check pending,lrat-check pending,0,12626.72,11217.01
Nb52T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,4806.02,4353.90
Nb52T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,774.40,717.37
Nb52T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,883.26,823.36
Nb52T6,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,0,958.81,915.93
Nb52T6,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,939.49,964.08
Nb52T6,Maple_CM@default,lrat-check pending,lrat-check pending,0,924.40,948.49
Nb52T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,877.34,772.32
Nb52T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,828.53,901.89
Nb52T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,805.13,817.45
Nb52T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,746.05,693.08
Nb52T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,62,782.02,717.09
Nb52T6,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,925.12,908.63
Nb52T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,849.98,852.62
Nb52T6,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,755.29,752.99
Nb52T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,759.83,715.86
Nb52T6,smallsat@default,lrat-check pending,lrat-check pending,0,4521.38,4326.29
Nb54T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,2,5039.29,4735.26
Nb54T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,839.01,814.83
Nb54T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,981.29,1001.61
Nb54T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,889.09,899.97
Nb54T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,982.68,966.04
Nb54T6,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,1020.11,1091.92
Nb54T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,2,1049.74,1082.92
Nb54T6,smallsat@default,lrat-check pending,lrat-check pending,0,4495.61,4609.44
newton_3_4_true-unreach-call.i,Lingeling@default,lrat-check pending,lrat-check pending,1686,101.23,100.73
newton_3_4_true-unreach-call.i,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,5560,40.83,42.90
newton_3_4_true-unreach-call.i,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,5560,43.21,42.37
newton_3_4_true-unreach-call.i,varisat@default,lrat-check pending,lrat-check pending,0,116.76,119.65
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,49652,3522.68,5487.52
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,48,10476.20,12015.74
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,lrat-check pending,lrat-check pending,10878,9657.31,11732.30
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,37259,2486.90,4126.08
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,out of time,lrat-check pending,,20000.17,18391.47
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,37259,2548.76,4223.39
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,22678,487.39,756.27
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,45,1909.40,2084.58
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,lrat-check pending,lrat-check pending,2293,670.54,562.72
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,24617,1257.05,1800.76
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,lrat-check pending,lrat-check pending,14042,1385.54,1470.25
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,24617,1211.38,1624.92
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,18079,1654.86,1962.52
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,57,16552.51,12369.68
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,GHackCOMSPS_drup@ghack_drup,out of memory,out of memory,,73.86,76.65
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,lrat-check pending,lrat-check pending,3514,2000.10,3159.31
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,16517,4321.29,4590.17
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,lrat-check pending,lrat-check pending,8615,6389.58,4838.94
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,16749,3096.93,3376.98
prime_119218851371,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,2103,218.56,269.95
prime_119218851371,abcdsat_r18@default,lrat-check pending,lrat-check pending,194,610.73,597.99
prime_119218851371,Lingeling@default,lrat-check pending,lrat-check pending,942,492.17,567.30
prime_119218851371,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,352,446.90,471.63
prime_119218851371,smallsat@default,lrat-check pending,lrat-check pending,139,915.47,909.06
prime_119218851371,varisat@default,lrat-check pending,lrat-check pending,0,931.19,889.03
prime_200560490131,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,2317,664.80,688.98
prime_200560490131,abcdsat_r18@default,lrat-check pending,lrat-check pending,173,1546.27,2312.16
prime_200560490131,Lingeling@default,lrat-check pending,lrat-check pending,1063,476.27,466.10
prime_200560490131,smallsat@default,lrat-check pending,lrat-check pending,108,1521.54,2129.04
prime_200560490131,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,274,642.84,617.26
prime_200560490131,varisat@default,lrat-check pending,lrat-check pending,0,1688.55,2794.94
Problem14_label19_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,191515,3559.16,2192.47
Problem14_label19_true-unreach-call.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,1365,2209.84,2058.21
Problem14_label19_true-unreach-call.c,Lingeling@default,lrat-check pending,lrat-check pending,10119,622.57,428.87
Problem14_label19_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,328575,4215.10,1236.09
Problem14_label19_true-unreach-call.c,smallsat@default,lrat-check pending,lrat-check pending,851,576.57,464.73
Problem14_label19_true-unreach-call.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,297170,4391.54,1570.86
Problem14_label20_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,168137,3567.78,47.22
Problem14_label20_true-unreach-call.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,996,1042.31,1297.54
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,7753,144.53,24.83
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,7753,131.54,26.93
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,7753,134.08,29.99
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,7753,140.38,26.87
Problem14_label20_true-unreach-call.c,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,132196,2270.04,670.75
Problem14_label20_true-unreach-call.c,expGlucose@default,lrat-check pending,lrat-check pending,995,26.75,21.92
Problem14_label20_true-unreach-call.c,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,132196,2227.62,1092.72
Problem14_label20_true-unreach-call.c,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,132196,2572.84,838.45
Problem14_label20_true-unreach-call.c,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,132196,2662.45,859.66
Problem14_label20_true-unreach-call.c,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,227593,4108.88,545.43
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,995,27.55,28.05
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,995,25.67,25.95
Problem14_label20_true-unreach-call.c,glucose3.0@proofs,lrat-check pending,lrat-check pending,995,27.73,29.05
Problem14_label20_true-unreach-call.c,glucose4.2.1@default,lrat-check pending,lrat-check pending,127177,2197.86,33.75
Problem14_label20_true-unreach-call.c,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,995,25.65,26.24
Problem14_label20_true-unreach-call.c,gluHack@default,lrat-check pending,lrat-check pending,995,25.40,23.02
Problem14_label20_true-unreach-call.c,glu_mix@default,lrat-check pending,lrat-check pending,995,29.26,25.97
Problem14_label20_true-unreach-call.c,Lingeling@default,lrat-check pending,lrat-check pending,10287,163.27,61.19
Problem14_label20_true-unreach-call.c,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,lrat-check pending,lrat-check pending,132196,2477.14,826.53
Problem14_label20_true-unreach-call.c,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,132196,2838.81,831.49
Problem14_label20_true-unreach-call.c,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,132196,2428.81,810.01
Problem14_label20_true-unreach-call.c,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,132196,2358.82,736.50
Problem14_label20_true-unreach-call.c,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,132196,2334.89,704.25
Problem14_label20_true-unreach-call.c,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,132196,2170.38,667.38
Problem14_label20_true-unreach-call.c,Minisat-v2.2.0-106-ge2dd095@simp_proof,lrat-check pending,lrat-check pending,227503,3035.44,485.81
Problem14_label20_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,168137,3421.19,461.62
Problem14_label20_true-unreach-call.c,smallsat@default,lrat-check pending,lrat-check pending,1232,747.88,784.66
Problem14_label20_true-unreach-call.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,168137,3236.43,471.78
Problem14_label20_true-unreach-call.c,varisat@default,lrat-check pending,lrat-check pending,0,27.30,22.71
Problem14_label48_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,169183,6259.24,4068.60
Problem14_label48_true-unreach-call.c,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,161464,7155.71,6542.33
Problem14_label48_true-unreach-call.c,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,7775,355.52,254.13
Problem14_label48_true-unreach-call.c,Lingeling@default,lrat-check pending,lrat-check pending,10336,2922.22,2222.33
Problem14_label48_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,170216,4835.33,3113.14
Problem14_label48_true-unreach-call.c,smallsat@default,lrat-check pending,lrat-check pending,1539,5396.78,4857.41
Problem14_label48_true-unreach-call.c,varisat@default,lrat-check pending,lrat-check pending,0,226.75,206.04
Problem14_label55_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,168140,4720.26,2199.09
Problem14_label55_true-unreach-call.c,Lingeling@default,lrat-check pending,lrat-check pending,10276,366.98,220.96
Problem14_label55_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,168446,3844.53,1534.86
Problem14_label55_true-unreach-call.c,smallsat@default,lrat-check pending,lrat-check pending,1310,2104.90,2299.93
Problem14_label55_true-unreach-call.c,varisat@default,lrat-check pending,lrat-check pending,0,72.99,67.36
quadratic_loose_error.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,20034,728.64,783.40
quadratic_loose_error.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,15,658.14,662.65
quadratic_loose_error.c,Lingeling@default,lrat-check pending,lrat-check pending,2781,50.05,55.28
quadratic_loose_error.c,smallsat@default,lrat-check pending,lrat-check pending,478,218.44,202.18
quadratic_tight_error.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,17239,1044.77,1400.19
quadratic_tight_error.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,70,3477.80,2733.84
quadratic_tight_error.c,Lingeling@default,lrat-check pending,lrat-check pending,3341,132.32,167.80
quadratic_tight_error.c,smallsat@default,lrat-check pending,lrat-check pending,441,17136.65,13983.09
queen12_12.col.12,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,31,33.82,35.82
queen12_12.col.12,abcdsat_r18@default,lrat-check pending,lrat-check pending,1,2340.28,2393.98
queen12_12.col.12,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,0,507.22,513.16
queen12_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,13046.95,14813.80
queen12_12.col.12,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,0,18851.76,13199.61
queen12_12.col.12,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,7233.88,6804.74
queen12_12.col.12,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,9449.26,8898.13
queen12_12.col.12,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,16709.92,13585.53
queen12_12.col.12,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,11562.29,11189.69
queen13_13.col.13,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,0,2158.59,2085.64
queen8_12.col.12,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,26,19.77,21.04
queen8_12.col.12,abcdsat_r18@default,lrat-check pending,lrat-check pending,1,610.51,538.06
queen8_12.col.12,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,0,497.31,457.04
queen8_12.col.12,expMC_LRB_VSIDS_Switch@default,lrat-check pending,lrat-check pending,0,680.55,673.91
queen8_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,lrat-check pending,lrat-check pending,0,1929.60,2378.41
queen8_12.col.12,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,0,8441.05,10410.74
queen8_12.col.12,Lingeling@default,lrat-check pending,lrat-check pending,0,425.07,393.08
queen8_12.col.12,Maple_CM@default,lrat-check pending,lrat-check pending,0,891.70,926.55
queen8_12.col.12,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,915.50,951.00
queen8_12.col.12,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,901.67,912.68
queen8_12.col.12,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,364.19,385.16
queen8_12.col.12,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,1063.82,1040.14
queen8_12.col.12,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,664.16,663.73
queen8_12.col.12,smallsat@default,lrat-check pending,lrat-check pending,1,1160.05,1189.64
school1_nsh.col.14,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,95,6764.45,6449.71
sdiv15prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,150,1260.97,1269.30
sdiv15prop,abcdsat_r18@default,lrat-check pending,lrat-check pending,1,2119.28,2080.72
sdiv15prop,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,145,4097.12,3618.26
sdiv15prop,smallsat@default,lrat-check pending,lrat-check pending,2,2893.50,3041.50
sdiv15prop,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,145,4116.81,3748.73
sdiv15prop,varisat@default,lrat-check pending,lrat-check pending,0,7787.78,7116.04
sdiv16prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,382,4390.60,4065.46
sdiv16prop,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,5439.60,4491.89
sdiv16prop,Lingeling@default,lrat-check pending,lrat-check pending,33,5101.97,3437.40
sdiv17prop,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,441,12152.03,9972.53
sdiv17prop,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,18431.58,16837.74
sdiv17prop,Lingeling@default,lrat-check pending,lrat-check pending,44,15328.65,12457.79
sdiv17prop,smallsat@default,lrat-check pending,lrat-check pending,5,11556.49,11742.40
T103.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8005,908.36,993.26
T103.2.0,Lingeling@default,lrat-check pending,lrat-check pending,378,223.33,229.63
T103.2.0,varisat@default,lrat-check pending,lrat-check pending,0,174.56,176.86
T105.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,42467,1184.50,1141.69
T105.2.0,Lingeling@default,lrat-check pending,lrat-check pending,1746,607.19,643.32
T105.2.0,smallsat@default,lrat-check pending,lrat-check pending,2989,1438.55,1516.80
T107.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,33098,1164.91,917.95
T107.2.0,Lingeling@default,lrat-check pending,lrat-check pending,1113,754.83,624.60
T107.2.0,smallsat@default,lrat-check pending,lrat-check pending,916,2065.41,2296.88
T107.2.0,varisat@default,lrat-check pending,lrat-check pending,0,272.02,296.85
T116.2.0,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8030,1401.60,1478.40
T116.2.0,Lingeling@default,lrat-check pending,lrat-check pending,83,1039.49,1188.50
T116.2.0,smallsat@default,lrat-check pending,lrat-check pending,2365,949.48,1166.31
T116.2.0,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,12364,393.81,361.04
T116.2.0,varisat@default,lrat-check pending,lrat-check pending,0,106.96,118.82
